UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
37	1
0	1
3	33
8	33
0	0
9135	0
83	107
5	107
1	0
0	0
0	0
0	0
3	0
25	0
0	0
0	0
0	0
0	0
3	0
0	0
500	0
0	0
0	0
0	0
0	0
0	0
0	0
106	44
0	0
0	0
0	0
179	0
0	0
0	0
0	0
142	0
271	0
0	0
0	0
23	0
0	0
0	0
0	0
1781	0
0	0
862	0
0	0
0	0
8	6
0	6
0	6
13	1
0	0
0	0
12	0
0	0
0	0
0	0
6	0
0	0
0	0
0	2
0	0
10	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1038	0
6	0
0	0
0	0
286	226
0	226
32286	0
1346	2441
675	2441
555	0
0	6
3962	6
32847	0
3130	0
636	0
0	0
0	647
0	649
0	649
23	370
2210	0
595	0
24	0
1782	0
4926	0
0	0
4817	0
0	0
32714	0
97	0
3007	0
20	249
0	249
254	0
0	0
0	0
0	0
0	2
2	2
0	0
4	9
0	0
0	9
0	0
0	0
7	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
8	0
7184	0
0	0
0	0
6	291
0	264
1	309
0	336
0	0
0	0
0	0
0	0
0	0
0	0
1561	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	16
0	5
5	5
0	0
0	0
0	0
0	0
0	0
129	0
0	0
7	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	1
1030	1
848	0
59	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
370	0
0	0
0	0
19593	0
0	0
0	0
5	3
0	3
4437	0
46	3
89	3
0	0
2996	0
0	0
0	0
0	0
0	0
303	0
0	0
0	0
0	0
65	0
18	85
29	85
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
302	0
5	15
31	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	315
0	193
0	340
0	462
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	71
12	71
840	0
0	0
0	0
1943	77
2739	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	0
0	0
0	0
0	0
1445	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
359	0
54	148
11	0
12	186
0	0
19	186
0	0
0	0
0	0
0	0
482	1695
457	1695
0	0
16	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
24	0
