cds	R_CP	R_DSC	S_CP	S_DSC
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101667_c0_g1_i1:191-1042(+)	10.0198316566401	8.83081677417197	16.2406855415781	10.8580872378754
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101669_c0_g1_i1:329-1231(-)	169.878643434878	257.592157115803	211.842817302147	187.64687562039
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10166_c0_g1_i2:1-1599(-)	3.328313789745	4.42164631929141	1.67752122083258	2.08046456002366
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10166_c0_g1_i3:1-1011(-)	1.05816001139393	0.475902188364333	0.431091577465413	0.201015431962411
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10167_c0_g1_i2:53-2515(+)	1.1377931437111	1.34403621707978	0.74700839957457	1.71154724048034
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10167_c0_g1_i3:184-2646(+)	1.12745258122524	1.70469772668955	0.812918476975487	1.12606640399971
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101680_c0_g1_i1:326-1504(-)	167.727033445356	149.566250819703	147.623323031188	144.09630934162
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101682_c0_g1_i1:289-894(+)	10.3214520793099	5.90201780207685	1.43407828017119	1.35081085005151
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101682_c0_g2_i1:289-1011(+)	9.91060782424134	6.42413536845296	8.25513447207022	10.0044979731711
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101694_c0_g1_i1:1203-2165(-)	46.9692609630122	75.546530189865	28.5735249906038	60.0791253846451
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101694_c0_g1_i1:713-1399(-)	81.2555700539558	103.094708851117	74.2386232656018	90.8666428558253
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101695_c1_g1_i1:550-2079(-)	290.756258567012	363.45876573538	249.835217251398	330.624230779444
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101696_c2_g1_i1:539-2365(+)	75.3650728307191	166.129882910027	93.5016879731095	69.8883130710082
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101703_c0_g1_i1:260-607(-)	120.482969564226	102.255238382749	169.254538637485	157.405137229698
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10170_c3_g1_i1:1-867(-)	1.25233131354737	1.09355885131241	0.771191666614762	0.378202881585517
