cds	R_T1	R_T2	R_T3	R_T4	S_T1	S_T2	S_T3	S_T4
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156916_c1_g1_i3:403-1200(-)	658.57436536076	266.342811099491	249.454359427591	290.573676293443	236.354099514139	360.868792011505	258.07041169197	572.8588040843
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15710_c0_g1_i1:351-2480(+)	1081.14132150114	912.401944212391	794.493147674912	659.870437983972	1059.90029406707	645.447759827407	632.728883036998	319.572634647299
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157820_c0_g2_i3:2-928(+)	687.864839485023	661.241316119252	676.087597955962	617.762203792807	585.114972950228	764.150767161107	539.568122743646	402.19859941809
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158874_c0_g1_i4:248-1699(+)	1643.93713913629	1173.17619420003	779.14178522255	985.43384951699	1279.67021633155	1144.06008223977	915.346070257274	1637.60858940979
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160558_c0_g1_i2:1-882(-)	11.1135956383161	20.2472719629993	4.97240912660496	4.69892175798522	85.3383144479129	61.3822683387594	67.0891063715752	67.2231028400984
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161108_c0_g1_i1:193-1299(+)	230.643408262016	169.855588134671	92.8212601212758	166.52790597209	800.969317140559	693.140732481612	672.601776677941	739.22106610038
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161883_c0_g2_i1:308-739(+)	302.324363440829	433.963939672041	194.932655843739	891.182450065269	725.85973355127	588.678416596817	389.579580115714	996.949608930422
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162341_c1_g1_i1:921-2063(-)	378.442002145613	487.710164802156	583.421113995344	647.551646339177	386.205726026769	456.68103909694	430.75699618548	533.123295395762
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163025_c0_g1_i1:366-1931(-)	227.897468640371	178.512564414597	136.085606144683	324.441366129548	364.971348159217	441.144044404052	499.900225506731	858.35976683075
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164036_c0_g4_i1:1-348(-)	1.31588520364904	389.523175381964	0	49.0671453831519	818.648064369978	345.879263027049	394.263455599058	273.106998561065
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165488_c0_g3_i1:1-330(+)	158.445534597819	106.371485289833	111.630067492396	106.066118445327	341.956885973871	239.998218922925	295.344141642993	290.07578309513
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165672_c0_g1_i1:250-900(+)	374.408157421417	165.91850652891	120.599297639137	348.729289939433	377.810301664474	273.574195839461	240.105764283816	359.255831885411
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166601_c0_g1_i1:114-650(+)	400.729610707658	511.704914510256	53.4463332783763	181.919359038143	275.633951227383	131.640683184413	106.757657436147	349.532086453297
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167080_c1_g1_i1:141-665(+)	998.217392190855	1008.2279000715	560.830609343551	241.720634112104	2159.71202839254	1296.54788679708	1351.3018810374	256.222225865365
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169883_c0_g1_i1:2010-2774(-)	289.185032038062	201.818835223459	158.803401826199	259.65020152417	199.987383365552	170.584809450372	161.557971674923	213.204175919544
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169903_c0_g1_i1:395-850(-)	36.0519693694289	173.915248880045	201.645882345055	263.486547248419	68.8571663571327	166.855421928054	219.133245723557	57.7594538327369
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170534_c0_g2_i1:473-1930(+)	66.6070499875916	57.2831723173496	46.9788849646436	73.215571649317	50.4507343876687	57.7939463706875	62.1329781038632	57.4098296980965
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i1:414-1868(+)	417.0708001815	420.558713664376	278.202337243806	273.944370485658	564.184905464268	437.533492182996	344.890883853618	537.672790256167
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i2:354-1856(+)	454.585893574208	415.620118353341	312.891994852744	298.201151653784	673.395913854086	580.047678604563	453.235697769369	708.375445903437
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171311_c1_g1_i1:438-1589(+)	2350.66780854441	1510.98493957035	1295.96273619285	661.508932122779	1710.84176007265	1147.4336970045	1131.98548902226	1109.07665261728
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173033_c0_g9_i1:2-367(+)	1148.25002454653	1016.28536613535	862.108824725087	1795.11842080409	1383.27659636763	1444.91460399099	1463.51743745245	1753.72296849076
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173993_c2_g1_i1:3-323(-)	35.218528293916	31.1113875923847	18.0041793373856	15.488057326451	43.0277995855606	29.6328495288529	21.4585058563514	31.2128935329783
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174282_c0_g1_i1:829-1233(-)	3668.27658180845	2243.97664073427	1787.35682440887	1044.61649277919	3383.272024677	1401.93659120742	933.656375669556	916.578037491793
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174800_c0_g2_i1:344-1477(+)	376.656979594305	232.943962204492	185.84329728251	297.326996317973	333.083941030508	245.658412754322	313.666539260234	338.479340303803
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175011_c0_g1_i1:348-1451(+)	7.27322773074152	10.6517895416331	59.4916886885056	1.75579850090519	499.573868411293	285.628653104333	261.070499443776	180.264299421093
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176070_c4_g1_i2:259-1143(-)	16326.4668096563	8541.60899078361	4962.52318836791	6095.57480865341	9842.29350819939	3791.35425985688	3342.73043245863	5520.39284712001
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176381_c0_g1_i1:307-1596(+)	338.512311978564	292.10532567502	237.376069024556	345.164249432083	315.911771892452	356.097911628387	348.462545876502	465.667606882181
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177906_c0_g1_i1:75-779(-)	372.272059733366	142.529989563663	114.961905732426	351.92143536275	438.324478928436	353.802928505803	407.679103857458	773.390953645878
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178031_c1_g2_i1:339-1730(+)	662.053616608861	604.297624149307	379.143565973064	517.942621890256	522.095040817957	425.006290512272	406.227647161637	583.957054671771
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178286_c2_g1_i2:2-394(+)	157.106014838649	144.532208801029	144.641896550932	29.4133811383295	382.335353853547	294.042282920781	46.8694966641478	22.6923323468242
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178940_c1_g1_i2:179-1630(+)	147.385366483603	125.081778514139	138.95139323474	229.726546319434	629.125496917535	673.424319148313	637.430978362716	831.782968103108
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g2_i1:3-320(-)	22.6066600121059	29.2659578996804	38.2820062088741	205.608855482463	35.1346755730949	44.7664641606637	49.1645103370856	112.945269331817
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179539_c0_g2_i1:200-868(+)	13.9698577168281	9.1490279642132	4.78133454774327	7.24575677073999	14.057924196973	15.0849446335098	7.87090543315539	8.53276134046733
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179563_c0_g1_i1:339-1595(+)	30.2303135807173	28.0572791306801	21.3249789060918	23.8624836501222	26.4877506571826	25.7417702647508	28.2224516027609	57.8369117334577
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18142_c3_g23_i1:3-374(-)	98.5089694945714	259.032116386317	97.7915198235609	42.9843783066657	867.805142322064	711.49487036906	627.485698006527	443.28855871657
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18142_c3_g2_i1:3-368(-)	670.337411629808	544.607731811726	1030.03602949909	289.723611279052	873.760341055637	1090.4228178801	831.957416053468	805.838425489871
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18142_c3_g9_i1:3-422(-)	781.999567031318	515.839397853508	698.162642697318	276.974813641686	794.622872700288	738.246818658919	605.775349018665	569.786304394837
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR182012_c0_g1_i1:299-1747(-)	1156.44695606711	805.974998245722	309.913803069413	264.384900343775	1042.21036901175	628.207254227676	500.547267678554	474.970417665337
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183022_c0_g1_i1:232-1260(-)	2934.01337614895	2721.02341765727	1106.76713697515	1311.68089684339	4137.52623730383	1882.95859653244	1706.93630264442	1913.75007195062
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18314_c1_g17_i1:2-430(+)	654.002309848666	432.231630357542	301.280172156194	865.408925804025	825.964370802767	849.542450746915	922.869026877416	1578.47175339063
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR18314_c1_g2_i1:3-299(+)	438.472009847237	261.195240287004	197.983725528894	573.835286671668	507.612087213199	546.095985165305	643.743629512865	1042.61753459063
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR183346_c0_g1_i2:96-1064(+)	488.654805709733	1057.42937859585	1556.61982393767	909.321695749245	498.426542590212	816.018795481631	842.052321015411	856.274425732468
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	65.407022195109	301.44694892226	360.740597512378	17.5576122133213	164.167675538569	127.901235211306	178.38076924651	54.5452395535405
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	2760.6358652642	2656.65290682799	1558.66372327955	2559.73750017845	3335.57704974438	2922.41645414224	2899.0603931603	3201.56345808821
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	83.5390592743895	98.5724282482148	56.8629775128337	85.1281939473942	167.819676990301	106.740136172488	117.861659206617	154.47344959037
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	0	0	0.475226485751494	0.351382582912203	16.0015530038863	17.6322320181478	20.394021613105	23.9337262117687
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185936_c1_g1_i1:454-975(+)	259.155766698017	199.978345467559	126.56815268022	201.959315009981	241.942505069296	226.204180984834	222.578886874431	279.310730907729
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g2_i1:3-410(-)	40.8177995254999	34.0778251591951	19.216732391927	35.1139801408059	68.8131080082805	48.8338147771391	62.7809886363813	97.7889431375733
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g6_i2:1-1224(-)	32.2245674808568	73.5494640579622	28.4407936367763	43.5129756812691	177.980212794078	118.895499045666	162.871377546818	218.006485309227
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR186377_c4_g6_i5:1-1206(-)	91.5104223070617	47.1151362478682	37.3263112331236	61.3810438669089	56.6198994289937	41.4960056951635	30.2367110096981	36.714763494208
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR188782_c4_g2_i1:454-1395(-)	42.0582025429304	444.662363594255	69.6874961936125	313.895474028152	1396.35697750032	4673.15956934899	6081.02990771215	9537.55331920802
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR189827_c0_g1_i2:964-1914(+)	405.367874348246	229.517162748374	383.998507671439	20.1282416957482	25.7479683510366	38.5087200352747	30.7209119641909	3.04849067002767
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR189849_c1_g1_i1:579-1649(-)	282.998328860408	963.214925021546	155.197085539888	242.357817890795	212.032480344474	130.603891466797	129.760341399808	216.733812825578
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR190205_c3_g1_i1:159-1187(+)	44756.0198715991	23028.7613212987	16809.3762713732	12260.3461321234	26358.3887553089	17607.0715952341	16064.4795958731	18070.4552623954
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR191184_c0_g2_i1:1-1500(+)	765.261636652903	634.315218733624	469.113466884183	636.333815629116	651.541853167846	655.546012185862	591.308212528343	736.637737256112
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR192175_c1_g1_i1:166-1155(+)	2955.61621215269	1765.88974001219	1838.90681381793	1040.11961452319	2852.87975244566	2181.97775020317	1605.15897346696	1151.56419628343
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR193191_c0_g1_i1:3-1466(+)	814.172171540075	524.327978685307	544.009409865645	1400.58701301448	781.448464583564	730.051092124206	873.990446631573	1570.4594424048
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR194494_c2_g2_i1:1-474(+)	128.891243916735	206.250539025592	149.870081634257	92.0533026141413	173.143367086671	117.594902717146	110.273023079909	65.0781125667153
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR195577_c0_g1_i1:451-1182(+)	113.169889595162	142.30659967092	65.4393435562035	31.9239518135373	198.544242684317	100.974280923657	73.3954467424498	72.1438185208862
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR196203_c2_g1_i1:3-377(+)	26.6325419848532	22.4393460797537	20.6153941385111	18.2496609555072	4.86864247000685	3.40433749371115	2.27302161360278	2.41735683110533
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19691_c4_g10_i1:3-302(+)	122.969770594915	108.674574852069	98.8489980427734	313.082748895788	156.866165239317	254.316023915979	257.327862486497	411.456378328994
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR19691_c4_g5_i2:2-592(+)	235.129358724313	187.362559750386	174.483410955915	653.048700291096	324.964183015728	522.737971671858	566.021014211142	1005.85846152705
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR197743_c0_g1_i1:599-1546(-)	308.961045415893	348.57328573246	326.649493944747	996.48257084781	274.317201100419	353.167915281455	302.595836067523	436.170125369774
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198114_c0_g1_i1:306-1367(-)	2074.33417348497	4519.02370834408	5541.43507353171	6422.48552952491	2414.99868044699	4486.45501371367	4845.66224717263	3198.77449734697
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR198332_c0_g1_i2:1-651(-)	0	10.6150254716179	5.24955816411063	1.24227554877297	1.07585213444498	4.37463776856357	2.89777399787924	0.33019728513434
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199300_c0_g2_i1:242-586(+)	61.0530850955966	62.4364200789937	45.9838283257839	84.3249388714901	71.3549490591669	109.706086477034	103.125340450291	93.8673403456019
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199379_c1_g6_i1:3-347(-)	548.299896383514	583.489775810775	395.139204741293	181.481795119561	1032.84122308296	494.071465111044	436.177225025893	318.000294474307
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199773_c0_g2_i1:464-1813(-)	228.970039622772	340.511185991035	419.586445272999	107.859452287149	129.819649710895	165.375022860639	145.545529358441	69.5987200684152
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR199982_c0_g1_i2:102-2048(+)	0.271742479079716	0.270621242931366	0.535211747350091	0.339857169609608	75.8238258944301	47.393012613944	40.0929053491909	50.7089092215286
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201251_c0_g4_i1:1-360(-)	544.898659010656	570.77027990399	371.022797448231	915.365555761806	891.659672150334	917.83385801331	972.089619458749	1180.74831509769
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201639_c0_g2_i1:3-317(-)	337.750272051919	212.191607676118	178.225167271945	482.092210049807	334.809799408584	282.062230436473	389.856087884443	362.352556026297
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201906_c1_g2_i1:1-585(+)	12.6801970697325	8.87873036836157	9.72362204847474	10.5832982940971	81.811302209814	34.8007357555882	35.0697767523744	65.0869568659502
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR201952_c0_g1_i1:2-601(+)	58.0402407149661	18.7970091542326	29.6794229855175	82.9782211241568	32.1953338487998	26.1291950708707	36.128636663762	27.8223910495116
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR20231_c2_g4_i5:326-1864(-)	1445.1788796325	1581.80427626736	1214.48662239036	3267.73777228288	2184.68688019941	1747.22668288898	1827.02502661709	754.087550935665
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR202451_c0_g1_i2:139-561(+)	62.1004825128895	47.5707751598625	29.8510559640679	245.012480762489	86.0985325623841	127.035827046768	85.6783095819325	692.27592017177
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR20397_c0_g1_i1:421-3072(-)	651.71732402614	748.487255230619	664.008714275495	143.953560090948	694.233415796353	319.087221501303	318.876463764363	196.545987343042
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR204749_c0_g1_i1:244-1026(+)	1393.47955888576	2315.61102960269	3075.96011132936	2378.20092306733	2301.78236409279	3199.13681221154	2932.23055738254	2584.63764282435
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR205589_c0_g1_i1:159-1361(-)	159.107760608639	208.208119764577	72.2587329384517	45.9611227202355	269.755927872585	114.500476943743	95.0382204628074	93.7233438069476
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR207901_c4_g2_i2:3-1298(-)	135.860139749984	249.584431546886	96.9156524880336	48.9865943494651	165.675588894731	91.5612542806236	63.809500097956	127.463549456404
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208336_c0_g1_i2:439-2214(-)	81.958721976144	68.3901609717688	45.605755970894	59.6413681020795	68.1866182469453	67.9619185567044	67.0069115062172	75.9642963940673
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208367_c0_g1_i2:181-1428(+)	1070.49567804891	463.447788287406	491.498632334927	476.636929408751	262.171960529886	220.909264509434	172.2473573943	225.653579490803
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR208501_c0_g1_i1:216-1373(+)	151.704351432711	344.591941660819	494.846755818073	276.129012878373	225.472513563765	358.886974409017	401.988375743086	226.612126863067
