R_T4_rep1	R_T4_rep2	R_T4_rep3	R_T1_rep1	R_T1_rep2	R_T1_rep3	R_T2_rep1	R_T2_rep2	R_T2_rep3	R_T3_rep1	R_T3_rep2	R_T3_rep3	S_T4_rep1	S_T4_rep2	S_T4_rep3	S_T1_rep1	S_T1_rep2	S_T1_rep3	S_T2_rep1	S_T2_rep2	S_T2_rep3	S_T3_rep1	S_T3_rep2	S_T3_rep3
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145625_c0_g1_i1:882-1598(-)	147.403240942886	68.5316758158924	93.6496419865151	296.372008879017	266.595967628738	310.123650435624	73.534327003344	1133.84368060859	59.5911839413289	93.1026081530536	82.7968612440181	97.528499975522	309.024354301491	350.874750921366	249.427429868643	465.587909078174	512.9657322006	535.316589215253	247.760828486117	192.498058418348	298.987630609678	265.251208855997	239.11721754729	266.611185473241
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145625_c0_g1_i1:260-835(-)	130.718500600485	49.1462559456759	80.8549531103606	239.170091269466	222.111048186488	234.643707098475	57.5160707751876	843.929563067425	40.3187661534634	69.1435279801833	62.2084936679176	78.1481957679571	218.352300723708	292.259200323483	194.083509368991	301.431108294894	398.63846611999	396.106902102926	203.14275840895	154.150129120891	231.837473413562	203.146976665757	184.31756222565	216.020026378136
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147377_c0_g1_i6:81-1463(+)	28.098687753925	0	20.7852831233	23.3402436864341	7.14915849075981	7.16431913588708	25.1438695078149	25.6856431020825	53.1536149105395	36.4058129765879	68.8307186817794	31.803123008653	88.8675128032864	103.546517735537	127.350600226644	146.141304068131	84.5558167830834	68.6645771101113	80.0046478336469	167.59495741485	98.7607287676935	162.067597457493	130.497337839238	158.556073096726
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g1_i1:1-369(+)	0	0	0	0	0	0	1.3181611857599	125.746702304004	0.910636494413095	0	0	0	352.215534219558	256.550664402567	282.171939641685	346.364548091568	256.123225338188	287.525905711229	419.650606555904	367.02817368911	359.15562189084	314.443785698896	431.98755321634	367.664589406241
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g2_i1:1-519(+)	535.117588531076	699.949297112199	545.247381834305	246.20045033692	290.08038279038	326.403475921459	735.899644333254	306.224183500411	775.714720433478	705.47371353206	790.341283328519	634.388657474759	899.172986449752	816.487740058663	819.670054807586	925.567257110095	649.132649664949	731.818200337615	1149.41159935474	1051.37228053395	1026.37486613798	871.44382932995	1222.07984907663	1094.32120972071
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g3_i1:1-369(+)	0	0	0	0	0	0	0	126.953693693744	1.58110930736355	0	1.40581102344596	3.07687016854693	261.34658124409	243.009219776286	285.823024322904	299.041597801422	190.742793871468	253.114188487239	399.459083680057	305.870210845599	300.206209608539	307.991070006349	397.517797257719	328.768273631442
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g6_i1:1-771(+)	1640.03609408451	1993.83389141844	1630.81042785242	720.94555749299	846.268768423284	894.012919638616	1975.38044732097	447.665306711079	2089.86541300392	1921.05183911233	2195.90803853346	1769.16953446485	754.76213275493	633.809524756277	691.667619978565	798.410489299439	577.411269560751	688.333904771989	1056.32852095821	926.18982869746	795.183281845277	711.34936220264	1002.86940530442	895.426604820375
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148505_c0_g1_i1:224-2116(-)	19485.2664399712	13306.9924136967	19048.2873194912	25927.8892549881	23982.2770740725	21499.9478888059	21118.9740942365	40930.8437939124	11959.4596175717	13866.5712920284	12821.7168069707	13602.1947940944	20064.097889779	29431.6929866607	30226.4225968869	32082.1231951342	20625.8534224488	27020.8870781941	22677.7372905975	21403.0947905449	24691.3849513237	22744.2429276757	17879.5525550017	15890.3181976349
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148950_c0_g1_i1:963-2156(-)	27.3110063329727	35.853034715707	31.5334631334923	35.7257144810654	34.205223852557	44.9879318447855	38.0085003787939	214.129488724801	23.4764870753114	23.6121625858687	21.4185466327571	15.1608108772796	391.533351859162	286.835446074341	373.348280431478	606.022612472345	333.506482554806	434.697138675375	380.922650958878	368.397157547348	351.625932728908	458.620809886346	502.792901526724	359.337713819951
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149017_c0_g2_i4:3-332(-)	146.85970952522	75.3227686849711	106.788791379439	202.224610384404	108.846579966454	73.8301893177804	79.3927603952382	129.133262028759	56.8377000170068	99.2546205060984	112.453082397364	91.8279434360235	136.377942834753	108.033856727332	103.241874638836	143.37161968336	109.220741756384	120.162042552187	103.410832612624	145.124304256572	103.263192885946	133.294813109693	138.748538913638	164.734570103828
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150642_c0_g1_i1:610-1329(+)	740.878527677891	723.986184975117	635.644452286302	1199.15711205327	1080.07579899092	1169.82543960312	878.625805937395	794.061172928905	995.920468577395	873.907057318094	899.549116010302	843.690201838176	880.579799617304	840.539143879639	822.063108867066	965.408128264966	1057.37578342115	992.134835908695	807.709861757719	707.729837187055	836.912229707163	662.265282149277	809.263438938926	777.267689134414
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151105_c1_g1_i1:84-956(-)	3637.23189107376	1498.82889501753	2732.96234483518	3010.78147076846	2344.28425794578	1990.98286458295	1083.81061283335	15.935020046925	874.646471199778	1232.64419350541	941.989439321733	1484.66040846377	1258.44282575123	1001.27750251219	1277.17093632209	658.744102684895	672.953439600128	771.146624222155	586.520199689687	474.967612801134	641.67278771555	504.279660401026	526.581329670388	631.776634994575
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151105_c1_g2_i1:84-956(-)	0	0	0	0	0	1.57845460593849	0.666745625604569	2512.35627781633	25.0163023925983	0.880439181054052	0	1.83486619547645	1042.07018182612	810.56348810357	1196.25394251379	420.003669076891	528.878219370295	628.712067399746	402.711165495088	364.374737945486	515.4040827969	297.300265496122	417.098736123198	531.061915347327
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152552_c0_g1_i2:553-1842(-)	130.805807208016	85.7509749369658	100.573311059093	164.530955522085	131.125557876968	101.035807327651	78.2253531019708	114.70167362545	40.3309631882581	72.9144938525872	68.3243699653886	49.4528855358865	113.689911818714	139.009987044821	98.5920108588074	126.986894097142	100.248688312938	80.8793879339077	89.3080018013811	75.731879337751	86.1339049675735	123.826708670739	91.3772072396445	99.4027977864585
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152832_c0_g1_i1:577-1665(-)	209.03156027339	167.35367838155	202.391523409242	225.281433887751	242.776286693648	323.306146784601	97.2289421723581	315.87347105019	94.208289437545	105.641238964833	80.2487521963742	92.4715125493546	404.873400082512	411.740889096732	592.337095032209	376.655824772858	393.956461324158	522.135381711474	445.888214883735	388.518177227161	431.913367276213	407.977482204125	355.257808805125	406.603489667637
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153483_c0_g3_i2:3-1085(+)	6.35368098695324	6.68018567512913	10.6521203146384	16.4836991098542	11.0657300698548	37.3028947161108	7.530378215348	17.6010736019504	8.42758677619012	13.5738224699361	13.8266100525462	10.6890255160267	301.624830484416	328.846939832578	159.295343351788	647.757147225296	398.394999290443	421.640038236602	193.307444200394	309.212955944953	392.748791030399	241.035207278246	191.08031558782	184.975451856347
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155120_c0_g1_i4:1-1068(-)	2114.94031809271	3435.50671714566	2234.77992393499	2033.28500395272	2108.16955436976	1132.34850256274	2361.65069419917	3077.19496631268	1951.28885192885	2165.8316976858	1878.78064009869	1511.17147206782	3245.36572788636	2813.31235347126	4066.94540282875	4103.39038229775	1739.04153849413	2070.99995337285	2547.90364424544	4163.94691010784	3867.49659709812	3736.58951239683	3143.55659468887	3523.50231804433
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155961_c0_g1_i1:3-479(-)	119.626889547668	82.1253725389493	148.464789994026	182.872014825271	207.53247677683	137.1187659115	108.995165589316	121.686191520947	81.7904365116406	126.66304147263	127.993563795632	125.636413336398	311.474011238079	300.968433413513	395.87228289928	412.1223826369	248.409114345682	456.10109912929	273.268720885576	339.331801573911	300.420560489776	365.964088897947	329.571571051246	368.222435524026
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156725_c0_g1_i1:479-1438(+)	11044.035153485	7914.37148782292	8003.25255949169	16748.064486037	15701.9950431614	21356.7977359643	5994.37096096753	20131.0409585635	7351.75688244019	7292.32233512013	6218.3243187426	6401.5789302397	16053.4244192868	13829.1010117852	13395.5241063646	18439.8176134472	17340.7229937605	15707.0232461214	9429.12755227873	9748.39351429184	13130.0898123453	6938.02306851911	6607.17168755341	8300.86255172939
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156731_c0_g1_i1:313-759(-)	665.808839990768	349.055089610652	508.682369535842	413.144403118979	202.481940727421	292.559273116298	166.387433765862	292.107755879413	141.463025793665	201.517096940241	175.151917197509	102.165785402756	255.847831106025	244.310181468288	308.221844539835	202.041721569245	389.807572373643	413.945329544619	310.35702565388	236.730842138023	299.091308723252	233.645792268855	244.434896099182	311.404366879033
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156768_c1_g1_i2:256-1839(+)	590.203639692157	1100.27837252435	816.646359507278	1896.34814549571	4049.84213484477	8912.31888693801	876.503178919322	8386.99048631452	2259.98512607999	2137.13595461829	1010.55815624471	1171.63784631476	5589.39199086347	9818.41777329823	5293.85758993534	5714.65842076231	5043.17686428162	10865.2805177841	6140.67864361915	3879.15485617717	10118.5020147712	2995.39387479054	3590.68351072057	4213.9178797065
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156916_c1_g1_i3:403-1200(-)	229.075009521861	385.399791979165	257.246227379302	214.402887597895	547.463954687285	1213.8562537971	147.736105961209	219.987343049418	431.304984287847	317.487146582501	160.732379212346	270.143552487926	669.98638760785	588.129017104183	460.461007540867	160.140620068662	292.759269281002	256.162409192754	456.332871200424	252.612265187559	373.661239646531	205.574749449705	254.424131708769	314.212353917437
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15710_c0_g1_i1:351-2480(+)	716.07749155776	555.88494951674	707.648872877415	1282.94675617407	1128.69972736969	831.777480959671	904.175285993877	1268.12361626243	564.906930380865	814.765165409851	738.918611130489	829.795666484395	367.755391513877	195.871725883606	395.090786544414	1480.02304228788	995.795031757068	703.882808156269	563.681462206083	672.036731157359	700.625086118779	646.119485042337	545.789444188834	706.277719879822
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157820_c0_g2_i3:2-928(+)	635.690088379205	562.762530654597	654.833992344619	577.763803399864	699.079515734398	786.751199320808	965.177279062468	387.00248466079	631.544184634497	663.994658729402	694.995364955079	669.272770183404	400.81093007052	400.503536560248	405.281331623503	619.536205117681	626.690098015017	509.118615717986	838.457926759583	570.75492261217	883.239452111567	454.450217710195	606.136965139101	558.117185381642
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158874_c0_g1_i4:248-1699(+)	811.547312102429	1049.85003486647	1094.90420158207	1282.85013879063	1497.46484215218	2151.49643646606	709.773615405303	1834.30152440798	975.453442786811	924.770698646487	622.534338773253	790.12031824791	1654.30868101297	1912.83444934359	1345.68263787282	1254.2832345505	1318.78517947317	1265.94223497097	1113.90700054668	994.719151196865	1323.55409497577	891.363026978979	917.282118378606	937.393065414238
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160558_c0_g1_i2:1-882(-)	4.13374356320731	5.27737159588939	4.68565011485895	10.588000763114	9.38791243660507	13.3648737152292	7.51904743005959	49.9118450808095	3.31092337812871	6.19291993597365	3.25298045293166	5.47132699090956	62.0659477519651	74.6821311799941	64.921229588336	70.6150880944428	97.8811476208594	87.5187076284365	60.1853525048304	43.0367057874746	80.9247467239733	77.9816335130998	68.0549527029138	55.2307328987121
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161108_c0_g1_i1:193-1299(+)	162.322720611479	155.744519832374	181.516477472418	282.990878535017	204.2159241943	204.723422056732	172.218186282151	249.762195473475	87.5863826483856	113.318178583947	90.8227095297988	74.3228922500815	826.568603993941	724.416919977101	666.677674330099	968.405638774708	674.579353847013	759.922958799957	870.684278317013	580.107694169441	628.630224958381	757.137489066128	660.266373194663	600.401467773033
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161883_c0_g2_i1:308-739(+)	930.906083495963	1034.9797401988	707.661526501043	287.386576335187	405.494397793749	214.092116193551	372.745403269146	681.761389341036	247.385026405942	256.51129279764	184.119086918451	144.167587815126	1028.725444293	798.132575655635	1163.99080684263	903.163568445309	584.798523642437	689.617108566063	716.882055903744	600.612188573576	448.54100531313	481.863122379392	325.894728109265	360.980889858485
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162341_c1_g1_i1:921-2063(-)	632.960373124439	631.128523292888	678.566042600203	355.298999875109	365.7610602682	414.265946293531	499.481280512508	421.398394865327	542.250819028633	584.400280236858	625.262815644198	540.600246104976	496.082232315389	590.075906657028	513.211747214868	379.031984987037	437.954049693208	341.631143400062	432.32159094712	463.02285136106	474.69867498264	350.255297802841	492.882080784749	449.133609968851
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163025_c0_g1_i1:366-1931(-)	445.520628784583	251.185807084755	276.617662519307	320.961321553818	200.227311078809	162.503773288487	162.11583995749	282.829721082832	90.5921322034691	131.409248300118	140.452789749631	136.394780384301	875.299990143326	730.580811308324	969.198499040601	350.928539643857	270.961542109563	473.023962724231	373.39281543415	540.989174864118	409.050142913888	621.051190656633	419.270897820461	459.378588043099
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164036_c0_g4_i1:1-348(-)	77.6068832205661	69.5945529288896	0	3.94765561094711	0	0	0	1145.73373340035	22.8357927455409	0	0	0	365.66453049943	215.113439529934	238.54302565383	782.61195105235	825.240264906065	848.09197715152	354.184658767009	304.271110168832	379.182020145305	513.154085453616	347.693112371295	321.943168972263
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165488_c0_g3_i1:1-330(+)	103.019085039926	79.1255090647016	136.053761231353	172.434670632776	172.175788991382	130.7261441693	117.701031497688	123.384306163075	78.029118208736	105.709462580098	112.968300238066	116.212439659025	280.16000901411	283.582303053539	306.48503721774	327.470036567021	211.42707435493	486.973546999662	239.290629529355	267.092190179665	213.611837059756	306.302672375695	279.509799337587	300.219953215696
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165672_c0_g1_i1:250-900(+)	504.573989598369	267.070624009175	274.543256210754	264.66706924106	357.978542676838	500.578860346354	144.40380725857	252.533786373635	100.817925954526	134.863654754069	97.0315290427324	129.902709120609	390.997976898736	354.804335792748	331.96518296475	308.963565915621	417.552250219253	406.915088858549	283.755149770447	230.896499382683	306.070938365254	207.204359211637	250.502531134071	262.610402505741
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166601_c0_g1_i1:114-650(+)	242.381396676862	102.995316685598	200.381363751969	564.0773567246	402.657024455839	235.454450942535	114.088292962163	1368.0867914201	52.939659148506	67.0279973473919	39.3043812582074	54.0066212295295	314.035194908521	388.809675842051	345.751388609318	222.816279880958	254.030799781394	350.054774019796	170.412989890382	98.6130382091292	125.896021453728	98.3651530125197	111.99096290587	109.916856390051
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167080_c1_g1_i1:141-665(+)	166.498601996168	280.42983523122	278.233465108923	1021.26417742584	909.384719014594	1064.00328013213	587.08154516665	1970.82435570728	466.777799340556	599.257666029147	549.727578136399	533.506583865106	268.838117337261	217.582646538497	282.245913720337	2402.78757625207	2102.03377336275	1974.31473556279	1425.55534545536	916.763814820459	1547.32450011542	1620.87766279496	1327.7881493688	1105.23983094844
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169883_c0_g1_i1:2010-2774(-)	306.163399994621	222.832208766441	249.954995811449	311.540343222923	286.297265482451	269.717487408813	192.060445566081	269.826007766313	143.570052337982	184.207121305236	140.942258576625	151.260825596737	182.144119500254	229.308968079028	228.159440179351	242.343054349062	203.125135582162	154.493960165433	184.974525815781	154.624163455906	172.155739079429	163.310555011253	147.989810214491	173.373549799025
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169903_c0_g1_i1:395-850(-)	215.898646670876	368.112410512287	206.448584562095	49.5557943031237	31.2172103270833	27.3829034780798	244.291827169012	39.8244368616675	237.629482609455	178.676569701425	232.338630581461	193.922446752278	51.7432072985586	70.105343645576	51.4298105540762	86.6321150501483	53.1904334568625	66.7489505643873	201.820404097738	214.597625245773	84.1482364406508	213.978474005519	236.90196505008	206.519298115072
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170534_c0_g2_i1:473-1930(+)	89.8183027469879	60.7840294306697	69.0443827702934	72.2739207855039	79.1494607375978	48.3977684396732	56.1459985985193	72.363428029502	43.3400903240274	65.2540759172024	43.3822363455428	32.3003426311855	50.4645407575086	54.2968719621851	67.4680763745959	73.6504197718396	42.725797019386	34.9759863717804	57.9484246961873	63.0770732045345	52.3563412113406	78.9323075131943	57.3547533836825	50.1118734147128
