UniqueCount	AmbigCount
15	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
26	35
62	43
0	44
39	44
0	0
8461	0
144	415
2	415
0	1
0	1
0	1
0	0
8	0
8	0
0	0
0	0
0	0
0	0
23	0
0	0
537	2
0	0
0	0
2	0
0	0
0	0
0	0
232	99
0	0
0	0
6	0
138	0
1	1
0	2
0	2
151	0
523	0
0	0
0	0
18	0
0	0
0	0
0	0
3652	0
0	0
1616	0
0	0
0	0
0	39
1	39
7	36
69	17
0	0
0	0
8	0
0	0
0	0
12	6
2	6
0	0
0	0
0	5
0	0
15	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	19
0	19
0	0
0	0
0	0
0	0
0	0
0	0
27	0
0	0
1821	0
0	0
0	0
0	0
194	151
4	151
24624	0
6463	8635
561	8635
546	0
2	3
4424	3
50748	0
4053	0
658	0
0	0
0	17
0	18
0	18
11	18
4403	0
1182	0
29	0
6380	0
5638	0
2	0
3780	0
0	0
49600	0
167	0
3260	0
44	514
69	514
520	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	6
0	0
0	0
106	0
0	0
9	0
0	0
0	3
0	3
0	0
3	1
3	0
13572	0
0	0
2	0
4	351
0	319
0	325
0	357
0	0
0	0
24	0
0	0
0	0
0	0
1546	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
24	13
0	3
0	3
0	0
0	0
0	0
0	0
0	0
67	0
0	0
0	24
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1597	0
1506	0
22	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
853	0
7	0
0	0
7046	0
0	0
0	0
0	3
0	3
7568	0
49	61
129	13
0	0
4476	0
0	0
0	0
0	0
0	0
247	0
0	0
0	0
0	0
52	0
25	89
31	89
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
593	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	585
0	380
0	547
0	752
0	0
0	0
0	0
0	0
0	0
0	0
376	1
0	71
41	71
1432	0
0	0
0	0
1310	78
3686	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
83	0
0	0
0	0
0	0
1861	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
443	0
214	209
45	0
8	334
0	0
156	334
0	0
0	0
0	0
0	0
0	16
3	16
0	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
34	0
54	0
22	0
58	0
0	11
6	11
0	0
0	0
2	0
113	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2321	0
0	0
37	2
0	2
0	0
0	0
0	0
0	0
3	2
0	0
0	0
0	0
0	0
0	0
0	0
4	0
3745	0
2239	1492
702	1492
0	0
1764	0
572	0
0	11
0	11
0	0
0	0
0	0
0	0
3787	0
2073	0
1117	0
3625	0
260	0
4874	0
43	108
3	108
1	39
2	39
0	0
4764	0
48	423
111	423
0	0
1790	203
2096	203
8768	0
1781	0
0	0
0	0
3325	0
41	0
5	1
17	15
0	8
0	20
5	20
42	4
1	0
0	0
29	0
219	293
130	293
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
137	0
0	0
4	0
0	0
0	0
0	0
1196	0
0	0
4	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
93	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8728	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
401	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
22	0
0	0
0	0
0	0
0	0
0	0
160	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
31	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
