UniqueCount	AmbigCount
180	0
1373	0
2	27
1	0
1762	0
1349	0
497	0
543	0
22113	2
1544	0
398	11
361	0
1126	0
571	0
24836	0
1030	0
5530	0
61	0
17	0
2527	0
755	2
611	2
7	98
0	713
416	593
0	721
1272	1102
65976	0
91	0
519	0
3061	0
271	7407
0	7407
419	0
574	0
42	0
5181	0
391	251
42693	0
1059	0
4827	0
547	0
3264	0
1273	204
3266	0
27	0
721	0
737	0
897	26
817	0
1	3706
345	156
676	0
1443	0
2613	0
795	0
127	0
184	0
749	562
834	562
4925	0
2690	46
53	0
6546	0
1026	0
8	0
37179	0
940	0
1180	0
1811	0
250	0
592	0
43	161
39	0
69	0
252	1234
2910	171
2429	1200
2502	0
8900	2
1713	111
1107	111
346	662
232	0
6743	0
118	214
0	200
586	0
112	27
5	336
45	336
88	0
696	993
773	0
144401	3
1943	0
7889	0
1994	0
248	1
243	0
111	0
260	1
502	1
555	406
4014	0
0	0
134	0
1624	49
681	0
0	0
1196	100
991	0
37	0
126	199
126	7695
72	0
2263	0
2503	0
386	0
435	0
191	0
1698	1213
195	132
32	132
4624	0
4147	0
243	79
1390	79
1657	0
0	323
102	10
96	25
38	1
1774	0
864	2122
449	2172
863	0
731	0
0	0
108	15462
989	15462
1682	0
293	0
51	0
1426	0
1698	0
909	2389
1832	3883
1957	3829
205	12
402	54
1972	0
1608	4
1792	0
12283	5616
1327	0
0	0
856	0
1370	0
4864	0
309	1214
6324	0
169	9385
0	9383
1564	0
724	0
118	0
10270	0
1670	0
189	1303
2443	0
1365	0
0	0
0	0
4983	11401
6364	832
27	4
57	4
59	70
37	500
455	86
0	96
90	20
4589	0
17	0
0	404
10012	0
1325	66
140	66
1212	0
727	0
1381	0
7722	0
408	0
1322	0
15	616
78	4
415	2526
1626	170
2044	1633
647	0
385	0
509	0
0	0
3738	0
1450	0
397	0
498	0
468	54
88	0
557	15
1036	7
1355	38
34	210
21	129
1476	0
62	0
257	3
17	274
4304	590
1640	506
160	299
2047	1197
1060	1300
2106	4568
165	2
2653	0
1006	0
2	27
28139	0
255	0
32	0
2722	0
1033	0
2232	0
48	0
2	0
260	0
2137	0
2038	0
406	0
112	489
118863	0
236	0
19044	0
2208	0
92	0
1738	0
109	0
216	0
216	96
228	39
203	0
173	0
34	140
37	140
195	0
87	1
73	0
1053	122
244	122
139	1
165	0
236	123
248	0
13334	0
13	0
1121	162
2875	344
2345	0
7975	148
3517	0
769	19
434	0
123	253
94	0
489	0
121	0
353	3
149	36
101	36
124	7
72	25
332	25
384	0
256	1
1868	0
2870	0
527	99
203	0
1057	0
578	0
7	1
262	0
1654	0
537	0
1210	11
9	111
757	111
916	0
203	0
1204	132
281	1655
670	1721
5282	233
362	1866
182	0
692	0
466	0
142	0
1031	0
376	0
535	6
204	6
943	1
0	104
0	93
1721	145
2205	47
25	0
353	180
1199	273
14	939
43	940
4790	0
2184	0
305	0
148	0
1440	0
42	0
69	0
10	0
1078	0
376	14
258	0
1243	0
56	2
119	10
998	0
1657	0
28	1
25	6
55	0
124	11
80	2
1043	2
2348	49
182	0
91	0
209	600
1165	686
148	506
99	0
3416	0
204	0
64	0
13017	0
2312	0
95	0
1370	89
673	89
171	225
176	0
685	95
242	0
938	8
109	0
54	0
11101	0
1016	1416
9556	1416
63	0
667	0
18	92
1015	67
4	317
442	327
348	0
562	62
451	259
14	323
61	322
1	0
98	0
17756	0
739	1
74	0
133	45
31	45
269	46
408	46
3	0
12	76
2	76
413	0
334	0
247	273
1	466
500	4
754	4
287	30
60	30
1350	191
45	0
71	1
27	0
2307	0
622	879
333	789
489	0
741	103
116	79
828	177
24	0
1363	0
69	0
150	0
462	0
10063	0
0	193
0	193
379	0
4490	0
1643	0
2310	0
251	0
121	8
51	3716
281	71
145	68
76	0
40	890
142	890
940	0
66	0
695	103
1001	18
26	0
515	0
86	0
1603	0
363	86
10	0
1373	0
318	0
1047	0
42	8
4457	0
182	0
665	0
283	0
568	0
1761	0
10815	4
77	0
1879	0
147	0
92	0
372	0
307	0
226	1197
2586	1381
176	766
3	0
334	286
15	286
133	753
273	753
19	0
27403	0
59	0
104	4
73	0
40	0
4778	19
127	0
549	0
18497	0
7229	0
5	4
18	4
868	0
1247	0
175	0
902	0
124	0
68	0
1018	0
57	0
124	0
5629	2
3742	0
126	0
585	0
534	0
54	0
11	0
351	0
328	0
37	0
293	0
790	0
1096	101
127	101
36	260
52	260
2868	0
14	0
3673	0
242	205
2524	0
236	0
18	0
2364	397
1351	0
6194	0
556	0
1204	0
1533	1
196	0
5	1
837	1
15	0
275	1397
196	1441
41	1
34	23
15	23
12070	0
152	0
134	0
192	11
29	20
94	32
1050	0
3	662
2686	0
1262	0
5535	0
5842	0
6	0
4049	0
52	0
163	0
1437	0
2	0
15648	0
1331	0
2976	87
0	0
197	0
12	0
29	0
388	0
1259	0
263	0
719	0
128	5
1328	2
1872	0
79	0
7	0
369	0
285	5
193	5
914	0
207	1
334	0
217	0
1524	43
250	993
1107	0
26	75
7	75
180	16
1647	0
584	181
450	181
317	0
305	0
540	0
17033	0
287	0
52	211
14	211
20864	0
1270	0
4177	585
650	0
335	0
700	0
18322	205
79	133
23	134
462	0
2766	0
379	0
1747	1
21	582
257	582
81	0
1730	188
2053	0
1953	0
1392	0
745	0
9	68
4993	0
1049	0
819	0
459	0
163	0
1097	98
150	0
45	0
89	5
7	0
175	0
2879	758
186	0
187	0
97	0
3	0
872	0
65	406
189	0
10070	0
783	220
431	220
29	0
826	0
3	8
349	0
105	13
139	126
3751	128
364	185
290	185
9	0
3882	0
641	0
1356	95
1586	319
26	0
14	0
921	0
9128	0
137	0
1018	0
125	0
1889	0
109	20
12910	0
5	199
30	4168
2	5293
1612	3525
1925	4115
1341	0
2108	0
3	3562
43	5348
1095	248
100	248
162	12
651	29
369	0
257	0
30	0
2035	0
2164	0
55	0
17	96
152	96
3	0
157	0
17	0
20	0
1227	239
16	239
12	59
17	59
54	0
274	8
31	36
0	36
64	0
10	0
102	0
53	0
25	0
702	0
127	2
426	2
18	0
183	0
5179	0
159	0
152	0
794	0
1738	607
193	490
1788	617
1258	0
8358	0
515	0
2993	3
341	2
973	0
88	118
20	118
882	0
1647	0
182	84
59	84
221	1213
264	0
179	0
177	0
425	0
279	0
27	3
32	3
59	0
1	38
37	38
351	0
4760	87
409	87
788	0
58	1
41	11
8	7
667	0
138	0
180	0
4	683
148	683
98	0
262	2
257	2
17	1
5	1
67	0
0	323
226	59
134	0
16680	0
88788	0
148	64
148	20
116	0
360	17
505	0
208	0
923	0
809	0
2569	0
634	0
312	0
3311	939
1844	939
644	0
3462	0
10871	0
520	0
26	0
644	0
110	0
159	0
99	0
630	634
5331	0
323	0
164	0
34	0
739	0
251	0
434	0
6936	0
3574	0
230	0
1511	0
723	44
951	0
3064	0
123	2477
74	2477
5304	0
20	0
781	0
0	1
3	1
180	116
727	62
4138	0
193	0
22	0
1132	0
696	10072
2456	10077
1065	3
429	0
1064	0
3976	0
5265	0
384	0
41	2
49	2
251	0
3682	0
229	306
47	306
230	18
109	0
168	0
31	0
260	0
8184	3258
7861	1361
36257	2284
188	225
27	0
2609	4
715	0
3413	0
35	0
1377	0
230	90
415	176
303	86
35	0
2186	6113
2595	476
584	0
2585	0
16	0
6384	0
4	0
342	0
620	0
8	0
736	0
0	8
3	8
476	1
253	0
1055	774
3000	1055
810	1150
149	1465
62	1460
68	43
149	147
142	145
60	13
8828	13
210	36
1468	36
5661	0
1461	0
7	49
5	49
583	0
143	318
22666	318
53	0
10	55
12	55
33	0
408	186
65	158
1808	313
441	227
692	0
161	3
36	3
311	0
431	21
2886	0
2971	0
611	0
35	0
567	0
205	0
282	0
471	0
1449	79
312	145
70	139
831	0
48	47
156	128
112	128
160	1
59	0
2144	0
2428	0
100	0
268	0
116	0
122	0
61	659
9	659
411	0
331	0
33	0
756	0
485	0
2489	0
640	0
4	9
144	17
0	6
37	84
210	85
72	0
1877	1303
6062	0
1257	727
135	34
2666	707
1009	0
1996	0
715	29
132	7444
0	6628
203	7181
66	5977
2	180
193	221
1164	0
137	23
14	21
4	21
405	82
605	10830
820	962
858	13
3395	78
283	119
165	119
69	395
62	395
79	0
1098	4
165	19
76	511
1079	0
1775	0
160	7
153	6
1055	0
21	0
492	0
376	253
3044	1
285	8
6902	0
4054	0
119	68
221	0
135	1
586	1223
17476	0
967	1223
64	33
8	1705
6	1705
1084	44
118	711
134	711
167	1769
0	643
351	2412
111	1363
234	1363
65	0
667	0
203	2
100	2
2506	0
7235	0
3299	860
1720	1
1980	402
828	0
1013	1676
1005	1717
639	0
731	0
4628	0
117	1289
72	1140
0	1294
660	0
509	29
1	0
114	2
86	18
141	253
838	52
12740	2
37	0
4	0
2771	976
1736	618
4849	1299
699	2853
873	1742
7237	2345
1472	3432
1554	357
2863	426
5453	353
1780	1136
2010	1377
1773	678
1195	829
189	39
184	0
1350	146
123	15
130	10
834	0
9	0
30	0
366	0
9	616
671	0
394	0
31	358
21	358
241	1
352	1
159	0
640	2592
3124	89
246	864
1046	91
226	409
1849	137
330	851
100	876
493	929
656	0
20	236
42	80
119	97
154	84
1460	0
671	0
84	1051
39	1051
490	0
118	0
217	55
1131	1598
891	0
1042	0
964	0
913	0
1756	0
14	0
989	0
61	41
110	41
82	6
624	6
63360	17626
11909	17626
599	0
606	0
89	0
902	0
9	0
170	0
161	0
129	0
140	10
2076	0
1256	0
92	0
114	0
21227	1
847	0
126	0
0	0
183	0
229	45
18	41
23	22
176	113
82	1
230	29
151	80
17	9
563	414
1238	414
1258	0
417	0
841	319
931	1577
241	69
653	720
1383	2822
2083	2843
378	1532
1291	0
446	0
478	0
146	0
9246	0
543	0
1306	3
25	3
300	0
28972	0
47	139
31	139
89	0
1511	0
1768	0
456	0
348	0
606	15
15	0
150	0
73	0
1203	0
1013	0
1225	66
296	364
11897	650
695	207
1	0
34	0
86	0
732	0
1795	0
1	105
14	225
8	206
82	203
2	211
480	105
14	0
45	0
397	0
3369	0
1476	849
1736	844
43	755
2030	732
1488	426
99	97
962	0
682	1
55285	837
241	0
77	15
177	7
49	16
58	0
2636	0
869	0
12745	2248
4075	1929
242	0
1196	1
56	2
45	0
55	9
8003	0
628	0
119	2
31	9
117	6
383	2
748	2
680	0
10020	1540
16	1389
1424	1309
3308	1753
15651	0
22307	0
81	274
68602	0
1611	0
319	0
14	0
426	0
33	0
130	0
8548	0
82	121
0	121
7635	93
229	1144
1057	4125
157	1304
180	46
30	0
391	0
219	2
110	0
52	0
467	0
1950	0
498	0
11440	0
746	460
1090	358
840	758
2626	2978
1769	2445
512	509
102	0
82	232
762	219
15	0
300	0
283	21
637	83
418	5
2102	84
687	0
13	5
202	5
36	0
683	866
771	866
64	4
4158	3150
92	100
0	3150
466	25
1007	25
1996	0
1453	0
991	0
250	0
174	4819
627	1046
3	6369
3661	584
28	173
63	5625
74	3666
28	133
1934	581
1018	0
1702	0
979	0
483	0
910	0
1474	0
274	0
290	10
1009	3
966	79
813	0
58	12
121	12
2431	3
1599	3
36	0
1073	37
1655	75
485	0
78	0
186	0
1090	37
104	0
4322	0
3107	0
175	0
17	0
15	149
102	149
50	3
0	489
235	0
4888	0
3198	0
260	29
1020	104
36	2
145	2
178	0
16	0
109	0
