UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
81	16
0	16
11	78
59	78
0	0
8408	0
270	796
23	796
0	0
0	0
0	0
0	0
115	14
12	0
0	0
0	0
0	0
0	0
32	0
0	0
777	1
0	0
0	0
0	0
0	0
0	0
0	0
285	82
0	1
0	1
2	0
447	0
7	0
0	10
0	10
58	0
763	0
0	0
6	0
22	0
0	0
0	0
0	0
2445	0
0	0
2075	0
0	0
0	0
5	16
0	16
0	16
86	11
6	0
0	0
15	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
42	2
0	0
2102	0
0	0
0	0
0	0
704	326
5	326
25701	0
2124	4563
1618	4563
866	0
1	2
4038	2
39882	0
6149	0
728	0
0	0
0	2652
0	2655
0	2656
8	2030
7565	0
1388	0
11	0
2827	0
3554	0
0	0
3161	0
0	0
19497	0
99	0
386	0
57	301
0	301
516	0
0	0
0	0
0	0
5	0
0	0
0	0
0	25
0	0
0	25
0	0
0	0
21	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
5	0
18908	0
0	0
0	0
3	597
0	544
3	540
2	593
0	0
0	0
0	0
0	0
0	0
0	0
1575	0
0	0
2	0
6	0
0	0
0	0
0	0
0	0
69	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
865	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2387	0
2010	0
41	0
0	0
6	0
0	0
5	0
0	0
9	0
0	0
1344	0
0	0
0	0
12615	0
0	0
0	0
0	0
0	0
2084	0
91	82
233	14
0	0
3880	0
0	0
0	0
0	0
0	0
327	0
0	0
0	0
0	0
221	0
16	62
42	62
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
31	2
0	2
0	0
583	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	306
0	256
0	362
0	412
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	76
14	76
1461	0
0	0
0	0
1167	62
6232	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
144	0
0	0
0	0
0	0
2614	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
545	0
179	240
72	0
12	269
0	0
64	269
0	0
0	0
0	0
0	0
167	1873
141	1873
0	0
26	0
0	0
0	0
0	0
0	0
0	0
0	0
